job_id,company_name,title,description,location,remote_allowed,formatted_experience_level,formatted_work_type,skills_desc,normalized_salary,application_url
3895489677,GoldOller Real Estate Investments,Maintenance Technician,"Hey there! We are GoldOller! 
🌟 Are you a skilled and experienced building Maintenance Technician ready to join a fantastic team of professionals? GoldOller Real Estate Investments is on the hunt for someone like YOU! Maintenance technicians are responsible for the maintenance operations related to apartment home upkeep and turns.💰 This position is offering a $3,000 retention bonus and has the potential to earn over $2K per year in commissions! 💰
🔨 On any given day you will:Perform regular maint","Cincinnati, OH",False,Entry level,Full-time,"



PI4bcc12b110fd-29462-34224170",0.0,https://www.click2apply.net/66188678e9b6e3854bca53a6
3895489680,UMC,Experienced Project Engineer- Special Projects Group,"
UMC

Position Title:  Experienced Project Engineer- Special Projects Group
Date Posted:  03/04/2024
Location:  Lynnwood, WA

 Position DescriptionStarting Salary Range: $77,000.00 - $95,000.00 depending on experience Location: Greater Seattle AreaClassification: ExemptUS Applicants Only 
General Position Summary:Provide project management support for Project Managers through effective communication, negotiation, scheduling, tracking, document control, and forecasting of costs and profitability.","Washington, DC",False,Entry level,Full-time,"



PIe22a30e5f381-29463-33657069",0.0,https://www.click2apply.net/66188680b5619be0d94345fd
3895490370,KARM Stores,FT/PT Assistant Retail Manager | Cedar Bluff/Parkside Rd Area,"Every Sunday Off!! * Benefits & PTO * Employee Discount * Performance Based Increases * Referral Bonuses * Bonus & Rewards * Career Growth Opportunities Why Work at KARM Stores?This management pay range starts at 15.00-17.00. 25% off employee discount All team members are eligible for a 90-day raiseCareer Growth OpportunitiesUSA Today's Top Places to Work 
Job DetailsAssist the Retail Manager in the building of the team and managing the retail operations of the store, including the handling of t","Tennessee, United States",False,Mid-Senior level,Full-time,"



PI8fdbb1ae4004-29463-34071353",0.0,https://www.click2apply.net/661880dc0b9f5d7be49d918f
3895490589,UMC,Energy & Environment Construction Engineer,"
UMC

Position Title:  Energy & Environment Construction Engineer
Date Posted:  03/28/2024
Location:  Lynnwood, WA

 Position DescriptionStarting Salary Range: $70,000 - $85,000 - depending on experience Location: Lynnwood, WAClassification: Exempt 

General Position Summary: Work directly with Director of E&E or a Construction Manager to help plan and supervise construction projects in energy conservation, clean tech, and district energy using effective communication, scope determination, estim","Washington, DC",False,Entry level,Full-time,"



PI0dfb1638948c-29463-34140635",77500.0,https://www.click2apply.net/66188680b5619be0d9434634
3895490590,UMC,Building Automation Engineer,"
UMC

Position Title:  Building Automation Engineer
Date Posted:  03/07/2024
Location:  Lynnwood, WA

 Position DescriptionStarting Salary Range: $86K-$105K DOELocation: Lynnwood, WAClassification: Exempt 
US Applicants Only 

General Position Summary:  
Design and configure controls systems. Provide basic level software from pre-engineered software designs and more complex software designs. Prepare control drawings, valve and damper schedules and submittal packages. Prepare system start-up pack","Washington, DC",False,Entry level,Full-time,"



PId9d57c0e5e96-29463-33980511",0.0,https://www.click2apply.net/66188680b5619be0d9434626
3895490591,A Hiring Company,Software Validation/Verification Engineer III,"JOB TITLE: Software Validation/Verification Engineer IIIDEPARTMENT: EngineeringREPORTS TO: Director, SoftwareLOCATION: HQ, Gilbert, AZSALARY: $120,000 - $140,000 annual + benefits + stock options SUMMARY: We are seeking a highly skilled and motivated Software Validation/Verification Engineer to join our dynamic team, dedicated to advancing the electrification of transportation. This role focuses on ensuring the reliability and safety of our state-of-the-art electric vehicle (EV) mobile charging ","Gilbert, AZ",False,Entry level,Full-time,"



PI6a43b52589b2-29463-34223968",0.0,https://www.click2apply.net/66188680b5619be0d9434604
3895491600,Vynca,Sales Operations Analyst,"Join us on a rewarding journey at Vynca! Our clinical company uses in-person and virtual visits to care for individuals with serious illness and complex psychosocial needs. We work alongside primary care and specialty physicians to provide much-needed support for their patients. Our physician-led integrated care team includes providers, social workers, care managers, care coordinators, and chaplains. We use technology to help our team offer superior care experiences for our patients. At Vynca, o","San Mateo, CA",False,Mid-Senior level,Full-time,"



PI344cbe4ac02e-29463-34189252",0.0,https://www.click2apply.net/6618867df62c7473ca24638e
3895491609,UMC,Building Automation Engineer,"
UMC

Position Title:  Building Automation Engineer
Date Posted:  03/07/2024
Location:  Lynnwood, WA

 Position DescriptionStarting Salary Range: $86K-$105K DOELocation: Lynnwood, WAClassification: Exempt 
US Applicants Only 

General Position Summary:  
Design and configure controls systems. Provide basic level software from pre-engineered software designs and more complex software designs. Prepare control drawings, valve and damper schedules and submittal packages. Prepare system start-up pack","Washington, DC",False,Entry level,Full-time,"



PI8a89b42d3ced-29463-33980511",0.0,https://www.click2apply.net/66188680b5619be0d9434614
3895491610,Level Four Group,Salesforce Administrator/Developer,"Our Team is growing, and we need you!

Come be a part of this disruption in the financial services marketplace!

By joining the Level Four family of companies, you’ll be joining one of the fastest growing wealth management firms in the country. After 20+ years, we still have an entrepreneurial spirit, dedicated to embracing change. We are national in scope with offices throughout the U.S., yet with local roots here in North Texas.

We offer:Casual Work EnvironmentGenerous Paid Time OffFlexible W","Dallas, TX",False,Entry level,Full-time,"



PI1a2bedc03772-29463-34223575",0.0,https://www.click2apply.net/6618867df62c7473ca2463c8
3895493007,KARM Stores,FT/PT Assistant Retail Manager | Clinton Highway Area,"NEW! CLINTON HWY POP-UP STORE!! OPENING IN APRIL 2024 Every Sunday Off!! * Benefits & PTO * Employee Discount * Performance Based Increases * Referral Bonuses * Bonus & Rewards * Career Growth Opportunities Why Work at KARM Stores?This management pay range starts at 15.00-17.00. 25% off employee discount All team members are eligible for a 90-day raiseCareer Growth Opportunities 
Job DetailsAssist the Retail Manager in the building of the team and managing the retail operations of the store, inc","Tennessee, United States",False,Mid-Senior level,Full-time,"



PI534b03c2800b-29463-34069213",0.0,https://www.click2apply.net/661880dc0b9f5d7be49d9182
3895493250,UMC,Experienced Project Engineer- Special Projects Group,"
UMC

Position Title:  Experienced Project Engineer- Special Projects Group
Date Posted:  03/04/2024
Location:  Lynnwood, WA

 Position DescriptionStarting Salary Range: $77,000.00 - $95,000.00 depending on experience Location: Greater Seattle AreaClassification: ExemptUS Applicants Only 
General Position Summary:Provide project management support for Project Managers through effective communication, negotiation, scheduling, tracking, document control, and forecasting of costs and profitability.","Washington, DC",False,Entry level,Full-time,"



PI20de0e9d62e0-29463-33657069",0.0,https://www.click2apply.net/66188680b5619be0d9434600
3895493253,H&H,Mid-Level Structural Engineer,"
DescriptionWe are offering an exciting opportunity for a Mid-level Structural Engineer in our Portland, OR, Office.H&H is a full-service infrastructure engineering firm with more than 135 years of experience steeped in solving complex engineering challenges. Consulting firms, contractors and infrastructure owners count on us when innovative design and intricate engineering solutions are required. Our specialty lies in the ability to manage the entire life cycle of engineering services and suppo","Portland, OR",False,Entry level,Full-time,"



PI1a7aab28243d-29462-32051551",0.0,https://www.click2apply.net/66188678e9b6e3854bca538e
3895493254,Lesley University,Workday Developer & Integrations Specialist,"Workday Developer & Integrations Specialist
The OpportunityLesley University seeks a Workday Developer & Integrations Specialist to join our team. Under the supervision of the Director of Colleague and Related Applications, the Workday Developer & Integrations Specialist is responsible for integration and maintenance between Workday and Colleague. The Specialist will own the full development life cycle including gathering requirements, designing, building, testing, deployment, and maintenance. I","Cambridge, MA",False,Mid-Senior level,Full-time,"



PIa07398d65906-29463-34223239",0.0,https://www.click2apply.net/6618867df62c7473ca2463c0
3895493257,Lesley University,Workday Developer & Integrations Specialist,"Workday Developer & Integrations Specialist
The OpportunityLesley University seeks a Workday Developer & Integrations Specialist to join our team. Under the supervision of the Director of Colleague and Related Applications, the Workday Developer & Integrations Specialist is responsible for integration and maintenance between Workday and Colleague. The Specialist will own the full development life cycle including gathering requirements, designing, building, testing, deployment, and maintenance. I","Cambridge, MA",False,Mid-Senior level,Full-time,"



PIc21953ecf535-29463-34223239",0.0,https://www.click2apply.net/6618867df62c7473ca2463c4
3895493258,UPMC,Adult Day Center Aide,"Location: Tarentum, PA

Schedule: Mon-Fri, 7:30am-4:00pm, plus 8 weekend hours per monthSalary: $15.00 and up per hour (more based on experience)Summary of Job Duties: In this position, our Aides are responsible for providing assistance to elderly participants with activities of daily living, recreational activities and performing personal care services in our Adult Day Center and, as needed, their place of residence. Required Education: High school diploma or equivalent. Required Licensure: Val","Tarentum, PA",False,Entry level,Full-time,"



PI715b20bbe00d-29463-34223309",31200.0,https://www.click2apply.net/6618867df62c7473ca2463b4
3895494176,Duncan-Parnell Inc.,Survey Instrument Repair Technician & Operations Assistant,"Duncan-Parnell, one of the Southeast’s leading distributors of technology products and services for the construction, engineering, survey, manufacturing, and design industries, is looking for a Survey Instrument Repair Technician & Operations Assistant for our Jacksonville, FL location. With the combination of our people, their commitment and dependability, and by offering great products from such trusted brands as HP, Trimble, Microdrones, Quantum-Systems, DJI among others, Duncan-Parnell conti","Jacksonville, FL",False,Entry level,Full-time,"



PI845958143eae-29463-33722441",0.0,https://www.click2apply.net/6618867df62c7473ca246382
3895528684,"ReCon Management Services, Inc.",Instrument Engineer III (In-House),"Description:Summary of Description:Develop and oversee the engineering and design efforts for the development of engineering drawings/packages for all phases of a project from the feasibility study to construction.
Duties:Scope Definition of the project includes discipline engineering requirements, estimating project man hours and requirements.Concisely describing the project requirements by means of engineer's sketches and verbal instructions. Presenting this work to the design personnel in an ","Sulphur, LA",False,Mid-Senior level,Full-time,"



PIf25a2fefac8a-29463-34210121",0.0,https://www.click2apply.net/66189c67e9b6e3854bcaa468
3895561419,UST,Sr Java Developer,"Role Description

Sr Java Developer

Developer III - Software Engineering

Who We Are

Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world.

UST is a mission-driven group of over 39,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entrepreneurial teams are","Atlanta, GA",False,Mid-Senior level,Full-time,"Java,Gcp,Mysql,Jason",79000.0,https://usource.ripplehire.com/candidate/?token=8YxWjpwDhdL62DFYUIcQ&lang=en&source=USTLINKEDIN&ref=USTLINKEDIN#detail/job/16666
3895563414,UST,Data Platform Engineer Data Mesh/Virtualization,"Role Description

Data Platform Engineer Data Mesh/Virtualization

Lead I - Software Engineering

Who We Are

Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world.

UST is a mission-driven group of over 39,000+ practical problem solvers and creative thinkers in over 30+ countries. Our en","Austin, TX",True,Entry level,Full-time,"Data Mesh,Virtualization,Metadata",0.0,https://usource.ripplehire.com/candidate/?token=8YxWjpwDhdL62DFYUIcQ&lang=en&source=USTLINKEDIN&ref=USTLINKEDIN#detail/job/15936
3895564065,UST,Python Automation Engineer,"Role Description

Python Automation Engineer

Associate III - Semiconductor Product Validation

Who We Are

Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world.

UST is a mission-driven group of over 39,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entr","Folsom, CA",False,Entry level,Full-time,"Python Automation,Computer Hardware,Hardware Troubleshooting",0.0,https://usource.ripplehire.com/candidate/?token=8YxWjpwDhdL62DFYUIcQ&lang=en&source=USTLINKEDIN&ref=USTLINKEDIN#detail/job/16336
3895593828,BAPI,ELECTRONICS DESIGN ENGINEER,"Description:Candidate is U.S. Citizen or Permanent Resident
 Position is Located in Gays Mills, WI Building Automation Products, Inc (BAPI) is a company that promotes work life balance. BAPI is a family owned business with a global presence. 
Position Summary: The Electronic Design Engineer adds value to BAPI and Engineering Team by helping to problem solve in the development of products which exceed customer expectations. The EDE will be responsible for all phases of embedded hardware design in","Gays Mills, WI",False,Entry level,Full-time,"



PI9e8b1dac99c7-29463-33287517",0.0,https://www.click2apply.net/6618b5320b9f5d7be49e52b9
3895593856,Hope,School Cafeteria Aide,"School Cafeteria Aide - Part-Time - Edwardsville/Glen Carbon
JOB SUMMARY: The School Cafeteria Aide will work in conjunction with the administrators of schools in the STL/Metro East area to assess student lunch needs, plan lunch menus, obtain food items, maintain stock, prepare school meals/snacks, and distribute meals/snacks to each regional school location. Location: Edwardsville/Glen Carbon areaHours: 10am to 2pm Monday through FridayJob Functions: Creates weekly menu for school lunches/snack","Edwardsville, KS",False,Entry level,Full-time,"



PI9f2e0f8b6c3c-29463-34222908",0.0,https://www.click2apply.net/6618b5320b9f5d7be49e52d7
3895593859,Midland States Bank,Universal Banker Trainee,"Universal Banker Trainee Salary Range: $17/hr+At Midland States Bank, base salary is one component of our Total Rewards program. Exact compensation is determined by factors such as (but not limited to) education, skills, internal equity, and experience. This position offers additional compensation in the form of short-term incentives (i.e. bonus and/or commission) and may include long-term incentives (i.e. stock awards). Benefits for this role include comprehensive healthcare, well-being benefit","Farina, IL",False,Internship,Full-time,"



PId03cd78e2004-29463-34207111",0.0,https://www.click2apply.net/6618b53de9b6e3854bcaf7e3
3895593862,ALL4,Consulting Engineer,"ALL4 LLC

Description:ALL4 is seeking a Consulting Engineer/Consulting Scientist to work in our Washington, D.C, Office located in Herndon, VA. An ALL4 Consulting Engineer/Consulting Scientist is responsible for working internally with Project Managers to build teams and own the technical aspects of a project to ensure technical accuracy and overall technical quality of project deliverables. They are self-motivated, coachable, growth-oriented individuals who are interested in developing their te","Herndon, VA",False,Mid-Senior level,Full-time,"



PIf6f81cb89cce-29463-33775004",0.0,https://www.click2apply.net/6618b525f62c7473ca250937
3895593868,Santa Barbara Auto Group,Automotive Car Wash / Detail_2,"Description:Automotive Car Wash/Detail
Santa Barbara Auto Group represents 8 luxury franchises in Santa Barbara.We are seeking someone to assist in our car wash department to ensure our customer vehicles are cleaned in a professional and timely manner.
We are looking for a person with the following qualifications:
*Bi-lingual in English and Spanish helpful but not required*Ability to multi-task*Ability to interact with multiple department managers*Desire to work in a fast paced, demanding enviro","Santa Barbara, CA",False,Entry level,Full-time,"



PI4beb5b97ce00-29463-30993864",0.0,https://www.click2apply.net/6618b5320b9f5d7be49e52c8
3895594798,A Hiring Company,Chemical Maintenance Technician - 2nd Shift,"Job Title: Chemical Maintenance Technician - Some experience preferred. Willing to train the right candidate.Company/Location: Nico Products - Minneapolis, MN
More than just a job, but the beginning of a career in the Metal Finishing industry. Our profession is not taught in schools, employees are trained on the job. Working conditions are similar to a manufacturing industry, with exposure to heat, humidity, dust and noise. We provide a regulated, safe and healthy environment for our employees.
","Minneapolis, MN",False,Entry level,Full-time,"Work Authorization / Security Clearance:The Lindgren Group must comply with ITAR (International Traffic in Arms Regulations). These regulations may restrict persons of Non-US citizen status from working/participating/observing/or other form of gathering knowledge about certain activities within the company.
Disclaimer:This Job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.
The Lindgren Group, including Avtec Finishing and Nico Products is an equal opportunity employer. Veterans encouraged to apply.
For more information about our company visit: www.TheLindgrenGroup.com



PI38fd82624147-29463-34234771",58240.0,https://www.click2apply.net/6618b5320b9f5d7be49e52c0
3895594806,Midland States Bank,Universal Banker Trainee,"Universal Banker Trainee Salary Range: $17/hr+At Midland States Bank, base salary is one component of our Total Rewards program. Exact compensation is determined by factors such as (but not limited to) education, skills, internal equity, and experience. This position offers additional compensation in the form of short-term incentives (i.e. bonus and/or commission) and may include long-term incentives (i.e. stock awards). Benefits for this role include comprehensive healthcare, well-being benefit","Farina, IL",False,Internship,Full-time,"



PIa5ab3db51d24-29463-34207111",0.0,https://www.click2apply.net/6618b525f62c7473ca250901
3895595854,PHM Brands,Maintenance Technician - 1st shift,"The Maintenance Technician is responsible for the day-to-day operations of the manufacturing plant and assumes responsibility for maintaining the physical assets of the property. This position will be responsible for a wide variety of general building maintenance, maintaining site services, and manufacturing equipment repairs and services. MAINTENANCE TECHNICIAN RESPONSIBILITIES:


 Lead and execute day-to-day reliability excellence and maintenance activities for multiple properties, ensuring po","Monticello, IL",False,Entry level,Full-time,"



PI51611bf1672b-29463-33816537",62400.0,https://www.click2apply.net/6618b52fb5619be0d943eb7f
3895595855,"ATA Services, Inc.",Data Entry Operator,"ATA Services, Inc., is looking for Onsite Data Entry candidates for the Integrated Document Solutions for the State of Colorado. Please review the job details listed below: Pay Rate: $14.50Start Date: 4/15Duration: Short Term, possible rehire for additional short-term projectsSchedules: 2:30pm - 11 pm, Monday - FridayLocations: 2 Jetway Court, Pueblo, CO 81001 Duties:Basic data entry input Ensuring all information is entered accurately Please note this is an onsite, short term role. Candidates m","Pueblo, CO",False,Entry level,Full-time,"



PIdbd11bc26ac2-29463-34208641",30160.0,https://www.click2apply.net/6618b525f62c7473ca25090e
3895595856,Liberty Healthcare and Rehabilitation Services,HOSPICE LIAISON,"Liberty Cares

With Compassion

***Due to Liberty's continued growth, we are expanding our Sales & Marketing Team!

At Liberty Hospice we understand the unique needs of our patients and families facing terminal illness. That is why Liberty Hospice provides our hospice patients with state-of-the-art care and pain management services, delivered by our specially trained staff with emphasis on strength, dignity and compassion.

We are currently seeking an experienced:

HOSPICE LIAISON 

JOB SUMMARY:","North Carolina, United States",False,Entry level,Full-time,"



PIdcaa8c775c85-29463-34062303",0.0,https://www.click2apply.net/6618b520f62c7473ca25089d
3895596604,A Hiring Company,Banquet Captain,"
Overview

BANQUET CAPTAIN – Full Time The DoubleTree by Hilton Manchester Downtown is seeking a full time Banquet Captain to be part of our exceptional banquet team. The Banquet Captain will help plan, oversee, and execute our events under the direction of the Banquet Manager and Assistant Banquet Manager. This requires exceptional organizational skills and a keen eye for detail. The pay for this position is $10 per hour plus gratuities. The average hourly pay including gratuity is $40 per hour","New Hampshire, United States",False,Mid-Senior level,Full-time,"



PI37a64a227e75-29463-34213893",52000.0,https://www.click2apply.net/6618b525f62c7473ca250924
3895597448,City of Chesapeake,Civil Engineer IV,"Working Title of Vacant PositionCivil Engineer IV
Job Type: Full Time
Posting Type: Public
Number of Vacancies: 1
Department: PUBLIC WORKS
Division: PUB WORKS ENGINEERING
Requisition Number: 2023394P
Number of hours worked per week: 40
Work Schedule: Monday-Friday; 8 a.m. – 5 p.m. Employees may be expected to work hours in excess of their normally scheduled hours in response to short-term department needs and/or City-wide emergencies. | Occasionally- Up to 1/3 of the time.
Work Site Location: Ch","Chesapeake, VA",False,Entry level,Full-time,"



PIea9ad51e79eb-29463-33048704",113106.0,https://www.click2apply.net/6618b52fb5619be0d943eb98
3895597868,Prime Source Foods,Asian Field Sales Representative- Fairfield County/Southern CT,"JOIN THE TOP ASIAN TEAM IN NEW ENGLAND! 
Prime Source Foods is the largest ‘independent' Asian food distributor in New England and upstate New York. Our dedicated sales consultants are the best in the business! We sell Asian provisions to over 1200 restaurants and independent grocery stores and are growing quickly. We service Chinese, Japanese & Sushi, and Thai businesses and are expanding into other Asian cuisines as well! Due to our unprecedented growth, we have 2 exciting openings for Asian F","Fairfield County, CT",False,Entry level,Full-time,"As a Field Sales Representative, you are the principal point of contact between Prime Source Foods and our customers. You ensure current customers have the right products and services, identify new markets and customer leads, and develop prospective customer markets. You are the prime example of the trust, fairness, respect, and honesty we'd like to show to our customers. You may do everything from answering phones to monitoring the competition, all while maintaining positive customer relations and pursuing new sales opportunities.  Must be authorized to work in the U.S. as we are unable to sponsor or take over sponsorship.Must reside in OR around the servicing areas such as Fairfield County /Southern CT market.Must have the ability to communicate in English and at least one Asian language.Regularly call on and visit existing customers to process orders, address inquiries, and maintain strong customer relationships. Identify customer needs and expedite the resolution of concerns to maximize satisfaction.Schedule and organize times to introduce potential clients to our products and services.Reaching out to new customers leads through cold calling.Collaborate with the accounting department to ensure the collection of customer payments smoothly and respectfully.Manage prices and monitor credit term compliance.Ensure excellent customer onboarding practices.Identify and minimize any potential disruption to customer deliveries.Achieve agreed-upon growth and/or gross profit targets within schedule.Perform cost-benefit and needs analysis of existing/potential customers to meet their needs.Maintain detailed reports of sales activities including calls, orders, sales, lost business, and any customer problems.Keep abreast of relevant food safety practices. Work Environment and Physical Requirements:Prolonged periods of sitting at a desk and working on a computer.Ability to drive as needed to visit current and prospective customers as needed.Must be able to lift up to 15 pounds at times. Preferred Qualifications/Skills:High school diploma or GED, BS/BA.A valid driver's license and proof of insurance required access to dependable means of transportation.1–2 years of food industry experience.Technologically competent; familiar with MS Office, remote internet connectivity, and ERP software.Excellent interpersonal and customer service skills to build and maintain strong relationships.Self-motivated with the ability to work independently and take initiative.Strong attention to detail, ensuring accuracy in order processing and documentation.Exceptional analytical and problem-solving abilities to address customer needs effectively.Proven ability to develop and execute new business prospecting plans.Skilled negotiator with a track record of closing sales successfully.License/Certification RequiredDriver's license with auto insurance coverage. The PRIME ExampleOur MISSION is to meet our customers' needs by providing cost-competitive center-of-the-plate products with flexible and efficient distribution services.Our VISION is to be New England's most valued provider of center-of-the-plate products through superior sourcing practices, product knowledge, and service options.Our VALUES and success rely on relationships built on trust, fairness, respect, honesty, and teamwork. 
Perks at its Prime: You'll enjoy great employee appreciation perks including annual employee outings and events, employee appreciati",0.0,https://www.click2apply.net/6618b71c0b9f5d7be49e55c4
3895598595,Prime Source Foods,Asian Field Sales Representative- Fairfield County/Southern CT,"JOIN THE TOP ASIAN TEAM IN NEW ENGLAND! 
Prime Source Foods is the largest ‘independent' Asian food distributor in New England and upstate New York. Our dedicated sales consultants are the best in the business! We sell Asian provisions to over 1200 restaurants and independent grocery stores and are growing quickly. We service Chinese, Japanese & Sushi, and Thai businesses and are expanding into other Asian cuisines as well! Due to our unprecedented growth, we have 2 exciting openings for Asian F","Fairfield County, CT",False,Entry level,Full-time,"As a Field Sales Representative, you are the principal point of contact between Prime Source Foods and our customers. You ensure current customers have the right products and services, identify new markets and customer leads, and develop prospective customer markets. You are the prime example of the trust, fairness, respect, and honesty we'd like to show to our customers. You may do everything from answering phones to monitoring the competition, all while maintaining positive customer relations and pursuing new sales opportunities.  Must be authorized to work in the U.S. as we are unable to sponsor or take over sponsorship.Must reside in OR around the servicing areas such as Fairfield County /Southern CT market.Must have the ability to communicate in English and at least one Asian language.Regularly call on and visit existing customers to process orders, address inquiries, and maintain strong customer relationships. Identify customer needs and expedite the resolution of concerns to maximize satisfaction.Schedule and organize times to introduce potential clients to our products and services.Reaching out to new customers leads through cold calling.Collaborate with the accounting department to ensure the collection of customer payments smoothly and respectfully.Manage prices and monitor credit term compliance.Ensure excellent customer onboarding practices.Identify and minimize any potential disruption to customer deliveries.Achieve agreed-upon growth and/or gross profit targets within schedule.Perform cost-benefit and needs analysis of existing/potential customers to meet their needs.Maintain detailed reports of sales activities including calls, orders, sales, lost business, and any customer problems.Keep abreast of relevant food safety practices. Work Environment and Physical Requirements:Prolonged periods of sitting at a desk and working on a computer.Ability to drive as needed to visit current and prospective customers as needed.Must be able to lift up to 15 pounds at times. Preferred Qualifications/Skills:High school diploma or GED, BS/BA.A valid driver's license and proof of insurance required access to dependable means of transportation.1–2 years of food industry experience.Technologically competent; familiar with MS Office, remote internet connectivity, and ERP software.Excellent interpersonal and customer service skills to build and maintain strong relationships.Self-motivated with the ability to work independently and take initiative.Strong attention to detail, ensuring accuracy in order processing and documentation.Exceptional analytical and problem-solving abilities to address customer needs effectively.Proven ability to develop and execute new business prospecting plans.Skilled negotiator with a track record of closing sales successfully.License/Certification RequiredDriver's license with auto insurance coverage. The PRIME ExampleOur MISSION is to meet our customers' needs by providing cost-competitive center-of-the-plate products with flexible and efficient distribution services.Our VISION is to be New England's most valued provider of center-of-the-plate products through superior sourcing practices, product knowledge, and service options.Our VALUES and success rely on relationships built on trust, fairness, respect, honesty, and teamwork. 
Perks at its Prime: You'll enjoy great employee appreciation perks including annual employee outings and events, employee appreciati",0.0,https://www.click2apply.net/6618b71c0b9f5d7be49e55ca
3895598600,Prime Source Foods,Asian Field Sales Representative- Fairfield County/Southern CT,"JOIN THE TOP ASIAN TEAM IN NEW ENGLAND! 
Prime Source Foods is the largest ‘independent' Asian food distributor in New England and upstate New York. Our dedicated sales consultants are the best in the business! We sell Asian provisions to over 1200 restaurants and independent grocery stores and are growing quickly. We service Chinese, Japanese & Sushi, and Thai businesses and are expanding into other Asian cuisines as well! Due to our unprecedented growth, we have 2 exciting openings for Asian F","Fairfield County, CT",False,Entry level,Full-time,"As a Field Sales Representative, you are the principal point of contact between Prime Source Foods and our customers. You ensure current customers have the right products and services, identify new markets and customer leads, and develop prospective customer markets. You are the prime example of the trust, fairness, respect, and honesty we'd like to show to our customers. You may do everything from answering phones to monitoring the competition, all while maintaining positive customer relations and pursuing new sales opportunities.  Must be authorized to work in the U.S. as we are unable to sponsor or take over sponsorship.Must reside in OR around the servicing areas such as Fairfield County /Southern CT market.Must have the ability to communicate in English and at least one Asian language.Regularly call on and visit existing customers to process orders, address inquiries, and maintain strong customer relationships. Identify customer needs and expedite the resolution of concerns to maximize satisfaction.Schedule and organize times to introduce potential clients to our products and services.Reaching out to new customers leads through cold calling.Collaborate with the accounting department to ensure the collection of customer payments smoothly and respectfully.Manage prices and monitor credit term compliance.Ensure excellent customer onboarding practices.Identify and minimize any potential disruption to customer deliveries.Achieve agreed-upon growth and/or gross profit targets within schedule.Perform cost-benefit and needs analysis of existing/potential customers to meet their needs.Maintain detailed reports of sales activities including calls, orders, sales, lost business, and any customer problems.Keep abreast of relevant food safety practices. Work Environment and Physical Requirements:Prolonged periods of sitting at a desk and working on a computer.Ability to drive as needed to visit current and prospective customers as needed.Must be able to lift up to 15 pounds at times. Preferred Qualifications/Skills:High school diploma or GED, BS/BA.A valid driver's license and proof of insurance required access to dependable means of transportation.1–2 years of food industry experience.Technologically competent; familiar with MS Office, remote internet connectivity, and ERP software.Excellent interpersonal and customer service skills to build and maintain strong relationships.Self-motivated with the ability to work independently and take initiative.Strong attention to detail, ensuring accuracy in order processing and documentation.Exceptional analytical and problem-solving abilities to address customer needs effectively.Proven ability to develop and execute new business prospecting plans.Skilled negotiator with a track record of closing sales successfully.License/Certification RequiredDriver's license with auto insurance coverage. The PRIME ExampleOur MISSION is to meet our customers' needs by providing cost-competitive center-of-the-plate products with flexible and efficient distribution services.Our VISION is to be New England's most valued provider of center-of-the-plate products through superior sourcing practices, product knowledge, and service options.Our VALUES and success rely on relationships built on trust, fairness, respect, honesty, and teamwork. 
Perks at its Prime: You'll enjoy great employee appreciation perks including annual employee outings and events, employee appreciati",0.0,https://www.click2apply.net/6618b71c0b9f5d7be49e5598
3895598798,Goshen Health,Network Engineer II,"Under general direction, the Network Engineer administers day to day operations and maintenance for providing stable and functional information technology support services to Goshen Health. Responsible to carry out configuration, installation, documentation, upgrades, maintenance and support of all devices used in the enablement of data communications, and to ensure adherence to industry and Health System standards and established Best Practices, in support of the Network Support Team strategy.
","Goshen, IN",False,Entry level,Full-time,"



PI82d638c829a5-29463-33032821",0.0,https://www.click2apply.net/6618b7e80b9f5d7be49e5720
3895598804,Rehab Medical,Financial Analyst,"Jumpstart your career at Rehab Medical, one of the nation's leading providers of custom advanced medical equipment and a recent Inc 5000 fastest growing U.S. company award winner! Based in Indianapolis, Indiana our company's mission is to improve and positively impact the lives of the patients we serve, the partners we engage with, and the employees we invest in.

 

We hire based on attitude, aptitude, and a drive to succeed, qualities that have awarded us one of Indiana's top places to work. R","Indianapolis, IN",False,Entry level,Full-time,"



PIa064e06b0ef8-29462-34139012",0.0,https://www.click2apply.net/6618b7e80b9f5d7be49e5728
3895598810,A Hiring Company,Electrical Engineer,"Electrical Engineer
Astrophysics Inc. is a leading global designer and manufacturer of X-Ray security inspection systems. Since 2002, we have dedicated ourselves to ensuring a safer world through advanced X-Ray screening and imaging technology. Our systems are deployed in critical infrastructure, aviation, and ports and borders sites in more than 150 countries. Hotels, prisons, courthouses, embassies, airports, military bases, and government buildings around the world depend on us for their safe","California, United States",False,Entry level,Full-time,"



PI0bcc831fb651-29463-34225330",0.0,https://www.click2apply.net/6618b7e60b9f5d7be49e56eb
